CITY;STATE;populacao;unidades_domesticas_percapita;idosos_percapita;GDP_CAPITA;TV_assinatura/por_residencia;empresa/percapita;carros_percapita;motos/percapita;IDH
Monsenhor Paulo;MG;8161;0,308908222;0,085773802;236490000;0,165410551;0,019836236;0,272517587;0,086379887;7210
Montalvânia;MG;15862;0,277707729;0,084352541;80120000;0,037003405;0,021671235;0,086366244;0,13997068;6130
Monte Alegre De Minas;MG;19619;0,344869769;0,105713849;274640000;0,082027786;0,022498689;0,272748939;0,107297774;6740
Monte Azul;MG;21994;0,315995271;0,069200691;84050000;0,053956835;0,021065619;0,131740084;0,277600073;6590
Monte Belo;MG;13061;0,316361687;0,092335962;190190000;0,020329138;0,021265522;0,334820433;0,151758495;6880
Monte Carmelo;MG;45772;0,327318011;0,089945818;215410000;0,065612068;0,032892548;0,365311045;0,192448436;7280
Monte Formoso;MG;4656;0,263960481;0,037585911;64180000;0,039056143;0,005897905;0,083790929;0,131991051;5410
Monte Santo De Minas;MG;21234;0,334039748;0,127578412;199750000;0,1309742;0,030594565;0,381360569;0,141482765;7100
Monte Sião;MG;21203;0,325897279;0,07847946;174100000;0,135311143;0,057147775;0,372966692;0,213357432;7240
Montes Claros;MG;361915;0,287791332;0,082527665;219440000;0,247369331;0,027567991;0,231079018;0,22576879;7700
Montezuma;MG;7464;0,254153269;0,037915327;62700000;0,028993147;0,011349618;0,063163089;0,157414261;5870
Morada Nova De Minas;MG;8255;0,339794064;0,094730466;292220000;0,18573975;0,027232497;0,197662544;0,093725179;6960
Morro Da Garça;MG;2660;0,304135338;0,068045113;646040000;0,056860321;0,018376723;0,130551302;0,083843798;6480
Morro Do Pilar;MG;3399;0,314504266;0,117093263;90360000;0,217025257;0,01697439;0,114353782;0,14115545;5970
Munhoz;MG;6257;0,311331309;0,068243567;124080000;0,152464066;0,013849093;0,331104744;0,199458771;6470
Muriaé;MG;100765;0,325688483;0,11799732;188930000;0,154244622;0,037631121;0,252585344;0,172625005;7340
Mutum;MG;26661;0,319042797;0,0767038;124620000;0,08053139;0,016211108;0,13659494;0,216487351;6440
Muzambinho;MG;20430;0,321292217;0,112432697;218260000;0,223187081;0,033395176;0,401265401;0,177203749;7400
Mário Campos;MG;13192;0,293814433;0,071103699;104390000;0,245356037;0,012220647;0,266423604;0,070420633;6990
Nacip Raydan;MG;3154;0,291693088;0,098922004;89950000;0,033695652;0,009480122;0,060550459;0,099388379;5850
Nanuque;MG;40834;0,315643826;0,123426556;154460000;0,073628676;0,018895905;0,163605052;0,260285113;7010
Naque;MG;6341;0,290175051;0,100930453;98440000;0,0625;0,009450422;0,1437918;0,073567898;6750
Natalândia;MG;3280;0,317987805;0,071646341;141010000;0,135186961;0,025140491;0,143448684;0,13516711;6710
Natércia;MG;4658;0,337269214;0,106268785;171290000;0,148313176;0,017649502;0,267649502;0,170473422;6930
Nazareno;MG;7954;0,308146844;0,101332663;282860000;0,119543044;0,017932489;0,277191749;0,10443038;6900
Nepomuceno;MG;25733;0,304667159;0,104418451;175040000;0,144132653;0,016866219;0,306260889;0,103087816;6670
Ninheira;MG;9815;0,264085583;0,030259806;72280000;0,040123457;0,009575394;0,076893317;0,130283393;5560
Nova Belém;MG;3732;0,314844587;0,040460879;166410000;0,054468085;0,007405298;0,07946454;0,201367132;5920
Nova Era;MG;17528;0,297295755;0,10942492;172330000;0,465169833;0,02067126;0,27783952;0,08324072;7090
Nova Lima;MG;80998;0,298748117;0,101002494;821450000;0,637532027;0,042725845;0,313762092;0,104437295;8130
Nova Módica;MG;3790;0,307915567;0,093667546;108000000;0,053127678;0,017753047;0,069157393;0,148648649;6300
Nova Ponte;MG;12812;0,309007181;0,066578208;571770000;0,112654711;0,030377166;0,260754332;0,061705742;7010
Nova Porteirinha;MG;7398;0,274668829;0,052852122;152670000;0,060531496;0,013609003;0,078251767;0,187516357;6410
Nova Resende;MG;15374;0,320215949;0,06849226;168140000;0,114970546;0,021100363;0,373881499;0,299697703;6710
Nova Serrana;MG;73699;0,298470807;0,040746822;227630000;0,168568441;0,024801802;0,233624312;0,206537279;7150
Nova União;MG;5555;0,302430243;0,062646265;117090000;0,27202381;0,015883978;0,266747238;0,114640884;6620
Novo Cruzeiro;MG;30725;0,258616762;0,035866558;73530000;0,041907878;0,007819369;0,071975882;0,161223464;5710
Novo Oriente De Minas;MG;10339;0,292484766;0,067704807;68890000;0,05026455;0,007380755;0,066888089;0,095580773;5550
Novorizonte;MG;4963;0,286117268;0,047350393;85010000;0,033802817;0,012116622;0,078000757;0,192730027;6160
Olaria;MG;1976;0,339068826;0,076923077;125610000;0,18358209;0,019017433;0,209720021;0,11780243;6360
Olhos-D'Água;MG;5267;0,281564458;0,0324663;382870000;0,016183412;0,021435863;0,115345356;0,11143246;6260
Oliveira;MG;39466;0,305275427;0,11571986;186390000;0,14184927;0,025922998;0,282781092;0,146817125;6990
Oliveira Fortes;MG;2123;0,316062176;0,083372586;138480000;0,129657228;0,020623281;0,148029331;0,089367553;6350
Olímpio Noronha;MG;2533;0,315436242;0,137386498;148270000;0,172715895;0,013853445;0,188115202;0,055049216;6740
Onça De Pitangui;MG;3055;0,303764321;0,057283142;154320000;0,060344828;0,01475204;0,129315756;0,117074702;6630
Oratórios;MG;4493;0,286000445;0,081014912;100700000;0,437354086;0,012771392;0,148999574;0,161132397;6370
Orizânia;MG;7284;0,302580999;0,034596376;101600000;0,043557169;0,009884679;0,199467748;0,143454568;5620
Ouro Branco;MG;35268;0,294828173;0,062464557;770680000;0,38372764;0,041475609;0,353799124;0,110541178;7640
Ouro Fino;MG;31568;0,330809681;0,105993411;189320000;0,120750742;0,033972048;0,366987514;0,133951188;7220
Ouro Preto;MG;70281;0,289409656;0,095331597;390020000;0,439577188;0,024745817;0,288154285;0,097624939;7410
Ouro Verde De Minas;MG;6016;0,282579787;0,08693484;75530000;0,04;0,013893429;0,10771494;0,173095783;5950
Padre Carvalho;MG;5834;0,241001028;0,051079877;99940000;0,06685633;0,01096108;0,060047657;0,069579031;5990
Padre Paraíso;MG;18849;0,26473553;0,075866094;78780000;0,054709419;0,01180514;0,136232317;0,135983264;5960
Pai Pedro;MG;5934;0,276373441;0,027805865;66910000;0,015853659;0,011177709;0,052810627;0,127652681;5900
Paineiras;MG;4631;0,360829195;0,127618225;122200000;0,102932376;0,023161055;0,27278576;0,148831225;6690
Pains;MG;8014;0,329298727;0,108684802;341720000;0,097006442;0,027834189;0,270457532;0,105602676;7280
Paiva;MG;1558;0,336970475;0,151476252;126960000;0,137142857;0,023417722;0,161392405;0,083544304;7200
Palma;MG;6545;0,313827349;0,140565317;93840000;0,155793574;0,028444444;0,181925926;0,158222222;7030
Palmópolis;MG;6931;0,298802482;0,094502958;75210000;0,092708836;0,010350318;0,049044586;0,152388535;5650
Papagaios;MG;14175;0,285079365;0,065961199;145840000;0,067557535;0,027925705;0,200870243;0,191388492;6660
Paracatu;MG;84718;0,2817465;0,066408555;350940000;0,127738908;0,024911692;0,261142122;0,130358467;7440
Paraguaçu;MG;20245;0,310397629;0,117016547;233690000;0,177593889;0,030996928;0,295401657;0,144931583;7150
Paraisópolis;MG;19379;0,328964343;0,102482068;199690000;0,140705882;0,018705036;0,313141487;0,105131894;7290
Paraopeba;MG;22563;0,296015601;0,080751673;215810000;0,352148525;0,027849874;0,261813538;0,130474189;6940
Pará De Minas;MG;84215;0,302832037;0,098391023;270440000;0,14104223;0,029553436;0,305940045;0,256042797;7250
Passa Quatro;MG;15582;0,308176101;0,097291747;192420000;0,145147855;0,023335161;0,287333211;0,109364528;7150
Passa Tempo;MG;8197;0,331950714;0,120409906;192460000;0,087100331;0,019433781;0,291386756;0,110724568;6870
Passa Vinte;MG;2079;0,337662338;0,101972102;147790000;0,192307692;0,019924099;0,637096774;0,160341556;6480
Passabém;MG;1766;0,315402039;0,098527746;108650000;0,104129264;0,010907003;0,163030999;0,113088404;6420
Passos;MG;106290;0,313218553;0,11688776;202220000;0,200348432;0,029198555;0,325955345;0,196587205;7560
Patis;MG;5579;0,273525721;0,037641154;73110000;0,02948886;0,006727212;0,059199462;0,07568113;6140
Patos De Minas;MG;138710;0,329514815;0,104412083;279960000;0,177259501;0,035240498;0,3377776;0,240731102;7650
Patrocínio;MG;82471;0,308290187;0,089728511;284480000;0,088574238;0,03249639;0,367602118;0,154008037;7290
Patrocínio Do Muriaé;MG;5287;0,34007944;0,139587668;125380000;0,124026696;0,018410338;0,229598159;0,185165516;6820
Paula Cândido;MG;9271;0,289181318;0,076582893;93040000;0,13539724;0,010748243;0,158329888;0,192331542;6370
Paulistas;MG;4918;0,271248475;0,06547377;93250000;0,082458771;0,01242485;0,107815631;0,138476954;6250
Pavão;MG;8589;0,289556409;0,091978112;80150000;0,049859268;0,011348006;0,087345254;0,083333333;6270
Pedra Azul;MG;23839;0,274885692;0,108603549;85360000;0,103158859;0,010964114;0,10980297;0,09353886;6270
Pedra Bonita;MG;6673;0,266446875;0,019931065;102330000;0,122609674;0,010162315;0,19308398;0,179957657;5730
Pedra Do Anta;MG;3365;0,321842496;0,120059435;102540000;0,155124654;0,01937046;0,1812954;0,222457627;6240
Pedra Do Indaiá;MG;3875;0,342451613;0,073806452;205670000;0,071590053;0,025819265;0,236097319;0,119414101;7080
Pedra Dourada;MG;2191;0,310360566;0,088544044;132820000;0,175;0,018129378;0,161104244;0,143798929;6550
Pedralva;MG;11467;0,297200663;0,06610273;130740000;0,07629108;0,020179372;0,258020007;0,119696447;6750
Pedras De Maria Da Cruz;MG;10315;0,264275327;0,061851672;70780000;0,049156273;0,013012304;0,055324422;0,088961671;6140
Pedrinópolis;MG;3490;0,325787966;0,108882521;330730000;0,081794195;0,026495493;0,271510516;0,049713193;7290
Pedro Leopoldo;MG;58740;0,298586994;0,104596527;224840000;0,287986772;0,024051352;0,292937577;0,10551052;7570
Pedro Teixeira;MG;1785;0,328291317;0,071148459;121460000;0,209897611;0,016286645;0,22204126;0,11834962;6370
Pequeri;MG;3165;0,32985782;0,142180095;124810000;0,305555556;0,034782609;0,264767616;0,095052474;6940
Pequi;MG;4076;0,326790972;0,105986261;130330000;0,131381381;0,024261845;0,179446098;0,185626001;6740
Perdigão;MG;8912;0,307001795;0,075291741;150540000;0,090643275;0,028297452;0,259659678;0,201466579;7030
Perdizes;MG;14404;0,307067481;0,057761733;418550000;0,113949808;0,016407982;0,283560342;0,077098511;7230
Perdões;MG;20087;0,315925723;0,116642605;187660000;0,158367476;0,026611694;0,342531859;0,115254873;7440
Periquito;MG;7036;0,285815804;0,091671404;114620000;0,093485828;0,008473379;0,10860048;0,064397684;6510
Pescador;MG;4128;0,283672481;0,114341085;95190000;0,03501281;0,011854951;0,076476058;0,09716411;6560
Peçanha;MG;17260;0,283429896;0,06239861;108910000;0,091782502;0,014058474;0,142713118;0,164893021;6270
Piau;MG;2841;0,330517423;0,102076734;207970000;0,177848775;0,01713886;0,202868136;0,133613151;6290
Piedade De Caratinga;MG;7110;0,301828411;0,074542897;110070000;0,054986021;0,012546125;0,202829028;0,193480935;6120
Piedade De Ponte Nova;MG;4062;0,28385032;0,094780896;103910000;0,259323504;0,017347909;0,170389734;0,091730038;6390
Piedade Do Rio Grande;MG;4709;0,343172648;0,12953918;206670000;0,125;0,024452477;0,195194557;0,098235169;6780
Piedade Dos Gerais;MG;4640;0,335560345;0,059051724;135950000;0,193320488;0,020387566;0,237585789;0,222850222;6260
Pimenta;MG;8236;0,330500243;0,095070423;209340000;0,072373255;0,019567219;0,256790976;0,222260589;6860
Pingo D'Água;MG;4420;0,29479638;0,10520362;77550000;0,029163469;0,012831126;0,09147351;0,07615894;6190
Pintópolis;MG;7211;0,257661905;0,033837193;78160000;0,073196986;0,010313368;0,050905725;0,117281502;5940
Piracema;MG;6406;0,331408055;0,072275991;153690000;0,389543099;0,020401949;0,252436054;0,22000609;6460
Pirajuba;MG;4656;0,326245704;0,085910653;433600000;0,150757077;0,019770521;0,19929391;0,07255075;7230
Piranga;MG;17232;0,26590065;0,050835655;85300000;0,139240506;0,013134362;0,144925106;0,145036888;6000
Piranguinho;MG;8016;0,300898204;0,074850299;114290000;0,171227197;0,024085116;0,283760084;0,094469777;7170
Piranguçu;MG;5217;0,308606479;0,041019743;100200000;0,101863354;0,016014559;0,177797998;0,132848044;6850
Pirapetinga;MG;10364;0,33674257;0,108645311;425380000;0,121203438;0,023875369;0,379885693;0,277470501;7090
Pirapora;MG;53368;0,284009144;0,092002698;298470000;0,223527083;0,026082799;0,196639161;0,191946737;7310
Piraúba;MG;10862;0,320290922;0,118946787;136700000;0,124461052;0,032371506;0,199278629;0,115779982;6840
Pitangui;MG;25311;0,29939552;0,097625538;149080000;0,13908683;0,028659756;0,287470449;0,218221495;7250
Piumhi;MG;31883;0,334974751;0,121663582;255030000;0,140262172;0,030577742;0,339095202;0,187780563;7370
Planura;MG;10384;0,317604006;0,085997689;362080000;0,084596725;0,016815374;0,231640357;0,088967056;7120
Pocrane;MG;8986;0,336189628;0,111951925;97990000;0,06653426;0,011924851;0,133198335;0,221284734;6260
Pompéu;MG;29105;0,294244975;0,088678921;214020000;0,177837459;0,02659151;0,203050858;0,156714754;6890
Ponte Nova;MG;57390;0,307527444;0,114985189;247010000;0,335826392;0,030188742;0,274805609;0,148335216;7170
Ponto Chique;MG;3966;0,278618255;0,055975794;90310000;0,041628959;0,00802644;0,046978281;0,084749764;6060
Ponto Dos Volantes;MG;11345;0,270339357;0,04486558;81540000;0,03880013;0,006126842;0,062427554;0,065490975;5950
Porteirinha;MG;37627;0,292981104;0,056475403;79810000;0,025308418;0,016653757;0,142447715;0,290911438;6510
Porto Firme;MG;10417;0,27531919;0,071325718;77800000;0,2458159;0,012971909;0,111379495;0,130166398;6340
Poté;MG;15667;0,291185294;0,08776409;82130000;0,04581324;0,009593918;0,096240874;0,131418572;6240
Pouso Alegre;MG;130615;0,309635187;0,096987329;468600000;0,240511337;0,034967534;0,358738448;0,123166249;7740
Pouso Alto;MG;6213;0,319652342;0,091582166;245870000;0,151057402;0,023027375;0,262479871;0,093075684;7100
Poço Fundo;MG;15959;0,320884767;0,08170938;155860000;0,129076352;0,023989074;0,306632623;0,234902916;6910
Poços De Caldas;MG;152435;0,331347788;0,129051727;370950000;0,22851373;0,034351654;0,422764869;0,113333172;7790
Prados;MG;8391;0,308068168;0,086878799;177530000;0,400386847;0,022291574;0,23851984;0,205193937;6890
Prata;MG;25802;0,326331292;0,086970002;342440000;0,085154394;0,026522416;0,273437783;0,141657922;6950
Pratinha;MG;3265;0,347932619;0,070137825;272250000;0,281690141;0,012701101;0,280553203;0,169630257;7210
Pratápolis;MG;8807;0,348813444;0,157147723;167550000;0,138020833;0,028170595;0,349719416;0,112457912;7290
Presidente Bernardes;MG;5537;0,289506953;0,053639155;84540000;0,062383032;0,020437433;0,106489781;0,213158838;6320
Presidente Juscelino;MG;3908;0,301177073;0,052456499;117740000;0,053525913;0,012464295;0,132692807;0,08958712;6140
Presidente Kubitschek;MG;2959;0,256843528;0,074349442;84430000;0,238157895;0,013403073;0,157567833;0,11703171;5950
Presidente Olegário;MG;18577;0,340905421;0,085105238;236200000;0,027317227;0,016431204;0,208333333;0,122850123;7010
Prudente De Morais;MG;9573;0,282356628;0,094432257;126500000;0,315575287;0,017453505;0,215259895;0,062088698;6900
Quartel Geral;MG;3303;0,33848017;0,113533152;134470000;0,148479428;0,014418999;0,197625106;0,068419565;6830
Queluzito;MG;1861;0,323481999;0,066630844;141420000;0,209302326;0,012800819;0,185355863;0,145417307;6820
Raposos;MG;15342;0,285425629;0,099204797;111290000;0,228819365;0,010421775;0,23884257;0,137567435;7300
Raul Soares;MG;23818;0,324418507;0,110966496;121290000;0,132781157;0,019810508;0,17538247;0,211024978;6550
Recreio;MG;10299;0,340906884;0,164384892;83510000;0,137567645;0,021344318;0,196405168;0,082475192;6920
Reduto;MG;6569;0,297305526;0,057999696;120760000;0,223758321;0,010323858;0,162636119;0,11469382;6290
Resende Costa;MG;10913;0,320443508;0,105928709;135630000;0,269659708;0,032104121;0,308893709;0,15835141;6850
Resplendor;MG;17089;0,33430862;0,123939376;131860000;0,106423945;0,020457756;0,162531789;0,197400396;6700
Ressaquinha;MG;4711;0,305030779;0,092124814;374450000;0,157272095;0,016707921;0,245049505;0,128094059;6830
Riachinho;MG;8007;0,291994505;0,052578993;120800000;0,037639008;0,011227816;0,111433056;0,124109622;6320
Riacho Dos Machados;MG;9360;0,247115385;0,040064103;161720000;0,044530912;0,009001552;0,087428867;0,172995344;6270
Ribeirão Das Neves;MG;296317;0,287556907;0,066921574;111100000;0,215719181;0,008881496;0,210660864;0,078454239;6840
Ribeirão Vermelho;MG;3826;0,317564036;0,143491898;247690000;0,190946502;0,023750619;0,205096487;0,061355764;7370
Rio Acima;MG;9090;0,289878988;0,095489549;135710000;0,462618596;0,04737682;0,270995412;0,114203072;6730
Rio Casca;MG;14201;0,301528061;0,1109781;126020000;0,209248015;0,027067033;0,190526538;0,087615423;6500
Rio Do Prado;MG;5217;0,297680659;0,082422848;74140000;0,07211848;0,011301563;0,056696176;0,09267282;6050
Rio Doce;MG;2465;0,315618661;0,103448276;114320000;0,205655527;0,013021831;0,200306396;0,133665262;6640
Rio Espera;MG;6070;0,301482702;0,070510708;66720000;0,059016393;0,007658271;0,131041525;0,24642614;6020
Rio Manso;MG;5276;0,321834723;0,076004549;142300000;0,19434629;0,017277487;0,218150087;0,168411867;6480
Rio Novo;MG;8712;0,32231405;0,13292011;117840000;0,192307692;0,032314988;0,2630418;0,077533914;7070
Rio Paranaíba;MG;11885;0,326377787;0,073538073;481140000;0,082495489;0,024294103;0,312122919;0,160164106;7090
Rio Pardo De Minas;MG;29099;0,259665281;0,031100725;81780000;0,037188989;0,016710927;0,100524645;0,208562731;6240
Rio Piracicaba;MG;14149;0,308573044;0,106297265;248130000;0,275767293;0,018613563;0,243687128;0,071922261;6850
Rio Pomba;MG;17110;0,320514319;0,12817066;161370000;0,135667396;0,031609355;0,285595245;0,156269096;7140
Rio Preto;MG;5292;0,331632653;0,131897203;102260000;0,204558405;0,021695896;0,644006509;0,293436992;6790
Rio Vermelho;MG;13645;0,276731403;0,046903628;82560000;0,046080508;0,019226503;0,102492051;0,144864305;5580
Ritápolis;MG;4925;0,343350254;0,110253807;126340000;0,314015376;0,022007404;0,200329083;0,122583299;6530
Rochedo De Minas;MG;2116;0,332230624;0,117674858;111210000;0,196301565;0,015364355;0,21071115;0,100526778;6840
Rodeiro;MG;6867;0,297946702;0,081986311;476710000;0,184750733;0,035705079;0,231245166;0,176463006;6680
Romaria;MG;3596;0,317575083;0,098720801;457970000;0,019264448;0,02109589;0,24630137;0,076164384;7080
Rosário Da Limeira;MG;4247;0,334589122;0,07958559;111680000;0,143560873;0,016911926;0,218097957;0,25192181;6620
Rubelita;MG;7772;0,287956768;0,044390118;76270000;0,033512064;0,009802508;0,045264524;0,078996684;5820
Rubim;MG;9919;0,30970864;0,126928118;78860000;0,048828125;0,008885455;0,064033224;0,102858799;6090
Sabará;MG;126269;0,288946614;0,090425995;168700000;0,293326024;0,01174591;0,210065387;0,096053138;7310
Sabinópolis;MG;15704;0,296930718;0,081125828;112580000;0,040317392;0,016728275;0,136645574;0,175302299;6380
Sacramento;MG;23896;0,319007365;0,101146635;521190000;0,107044471;0,03187575;0,343467989;0,110926062;7320
Salinas;MG;39178;0,300576854;0,09158201;131470000;0,088824728;0,028678845;0,145611414;0,217886923;6790
Salto Da Divisa;MG;6859;0,288526024;0,110511736;128350000;0,061141991;0,007446958;0,031754953;0,032316987;6080
Santa Bárbara;MG;27876;0,287021093;0,086131439;227670000;0,278215223;0,020140623;0,281541595;0,086147983;7070
Santa Bárbara Do Leste;MG;7682;0,307472012;0,060270763;96700000;0,060965284;0,010682711;0,222617878;0,196463654;6130
Santa Bárbara Do Monte Verde;MG;2788;0,339311334;0,078909613;130340000;0,193446089;0,021193349;0,611020541;0,175741767;6060
Santa Bárbara Do Tugúrio;MG;4570;0,303063457;0,068271335;109330000;0,140794224;0,014121225;0,195524658;0,112100804;6370
Santa Cruz De Minas;MG;7865;0,320406866;0,097902098;88210000;0,096825397;0,024148899;0,203793144;0,173636471;7060
Santa Cruz De Salinas;MG;4397;0,291789857;0,035706163;83150000;0,035074045;0,015141087;0,064005506;0,144987382;5770
Santa Cruz Do Escalvado;MG;4992;0,315104167;0,055288462;91190000;0,191989828;0,010038145;0,168239309;0,156193535;6250
Santa Efigênia De Minas;MG;4600;0,288478261;0,075652174;81960000;0,048229088;0,009339705;0,107080799;0,217419635;6070
Santa Fé De Minas;MG;3968;0,29233871;0,052671371;93840000;0,088793103;0,013510133;0,038278709;0,054791093;6150
Santa Helena De Minas;MG;6055;0,248554913;0,084393064;64800000;0,089700997;0,009394082;0,058713011;0,090652889;5670
Santa Juliana;MG;11337;0,304401517;0,080444562;488480000;0,063459867;0,023775161;0,296771743;0,072085074;7060
Santa Luzia;MG;202942;0,28758463;0,079677938;151820000;0,25557288;0,012568356;0,245333395;0,096778641;7150
Santa Margarida;MG;15011;0,287855573;0,056958231;163100000;0,152742421;0,024440299;0,265422886;0,163868159;6100
Santa Maria De Itabira;MG;10552;0,272081122;0,072213798;132920000;0,059909439;0,019115238;0,18532678;0,140542509;6480
Santa Maria Do Salto;MG;5284;0,30317941;0,114307343;72360000;0,012484395;0,009467236;0,054761463;0,084276963;6130
Santa Maria Do Suaçuí;MG;14395;0,288294547;0,097255992;84340000;0,044819277;0,013975677;0,116307196;0,124168514;6400
Santa Rita De Caldas;MG;9027;0,34540822;0,103910491;184510000;0,126042335;0,021720243;0,345134666;0,176911381;6900
Santa Rita De Ibitipoca;MG;3583;0,306447111;0,089031538;154650000;0,128415301;0,011731844;0,159497207;0,091340782;6300
Santa Rita De Jacutinga;MG;4993;0,355497697;0,139395153;108650000;0,158309859;0,02314998;0,296201029;0,134546894;6820
Santa Rita De Minas;MG;6547;0,310982129;0,087215519;115620000;0,049607073;0,013949556;0,166267437;0,128223193;6130
Santa Rita Do Itueto;MG;5697;0,313849394;0,055292259;212900000;0,086689038;0,008917643;0,154397622;0,282217171;6070
Santa Rita Do Sapucaí;MG;37754;0,297637336;0,09453303;389500000;0,184568835;0,035334002;0,291386143;0,124003247;7210
Santa Rosa Da Serra;MG;3224;0,330645161;0,073511166;150860000;0,125703565;0,010068108;0,265324252;0,139472905;7050
Santa Vitória;MG;18138;0,338736355;0,112250524;353710000;0,084960938;0,032120902;0,262397541;0,162858607;7100
Santana Da Vargem;MG;7231;0,304937076;0,094177845;215090000;0,128798186;0,025899673;0,273309706;0,075517993;6980
Santana De Cataguases;MG;3622;0,335173937;0,140530094;114650000;0,095551895;0,020487552;0,167271784;0,163122407;6940
Santana De Pirapama;MG;8009;0,314646023;0,054189037;115670000;0,273015873;0,014130299;0,126547455;0,100537702;6280
Santana Do Deserto;MG;3860;0,304404145;0,057772021;93020000;0,228085106;0,01167992;0,25695825;0,080765408;6510
Santana Do Garambéu;MG;2234;0,298567592;0,097135184;117940000;0,092953523;0,011988425;0,148408433;0,092600248;6670
Santana Do Jacaré;MG;4607;0,327762101;0,14846972;148140000;0,121854305;0,015892673;0,220639835;0,055933953;6470
Santana Do Manhuaçu;MG;8582;0,297949196;0,063038919;114810000;0,160344153;0,009718612;0,167250537;0,210645271;6210
Santana Do Paraíso;MG;27265;0,28989547;0,076838438;156030000;0,085652834;0,017591214;0,141195086;0,077810871;6850
Santana Do Riacho;MG;4023;0,320159085;0,06214268;139870000;0,335403727;0,03317757;0,15864486;0,110747664;6650
Santana Dos Montes;MG;3822;0,300627943;0,077446363;91630000;0,113141862;0,014388489;0,145426516;0,14028777;6470
Santo Antônio Do Amparo;MG;17345;0,29103488;0,102450274;164620000;0,160063391;0,017278735;0,221806955;0,061748456;6720
Santo Antônio Do Aventureiro;MG;3538;0,340587903;0,117015263;116150000;0,204149378;0,015283843;0,216157205;0,176582969;6710
Santo Antônio Do Grama;MG;4085;0,303549572;0,128274174;170920000;0,29516129;0,016393443;0,182529973;0,10619036;6330
Santo Antônio Do Itambé;MG;4135;0,259975816;0,029020556;80310000;0,041860465;0,009099852;0,11682243;0,132808657;5580
Santo Antônio Do Jacinto;MG;11775;0,304883227;0,067600849;69300000;0,052367688;0,010006671;0,062541694;0,158605737;5740
Santo Antônio Do Monte;MG;25975;0,322040423;0,089778633;175120000;0,196294082;0,027238886;0,376834419;0,11446775;7240
Santo Antônio Do Retiro;MG;6955;0,258519051;0,020273185;69170000;0,043937709;0,008749146;0,071223513;0,141353383;5700
Santo Antônio Do Rio Abaixo;MG;1777;0,299943725;0,058525605;112450000;0,225140713;0,014876033;0,104132231;0,16584022;6690
Santo Hipólito;MG;3238;0,321185917;0,10407659;120570000;0,125;0,010523058;0,096874033;0,11265862;6570
Santos Dumont;MG;46284;0,317388298;0,12142425;193440000;0,182368958;0,021993272;0,221993272;0,109545837;7410
Sapucaí-Mirim;MG;6241;0,319339849;0,070982214;132290000;0,125940793;0,020747499;0,317392584;0,114479105;6800
Sardoá;MG;5594;0,268323203;0,035573829;93600000;0,072618254;0,014490394;0,166069684;0,270921524;6360
Sarzedo;MG;25814;0,28434183;0,069613388;254130000;0,323297003;0,018964499;0,291062406;0,068705296;7340
Sem-Peixe;MG;2847;0,327010889;0,102564103;104680000;0,084854995;0,015748031;0,12956335;0,14817466;6540
Senador Amaral;MG;5219;0,303314811;0,047135467;108430000;0,184459886;0,013262111;0,26745257;0,166881562;6610
Senador Cortes;MG;1988;0,317907445;0,097585513;115870000;0,287974684;0,015136719;0,225585938;0,097167969;6740
Senador Firmino;MG;7230;0,317150761;0,114107884;92520000;0,121674662;0,019104169;0,27262166;0,337291855;6440
Senador José Bento;MG;1868;0,338329764;0,067987152;159940000;0,128164557;0,015267176;0,223135643;0,053435115;6840
Senador Modestino Gonçalves;MG;4574;0,288806296;0,047879318;85850000;0,058289175;0,013045434;0,106837607;0,112010796;6200
Senhora De Oliveira;MG;5683;0,288404012;0,082526834;118700000;0,104942038;0,016649677;0,183995923;0,147638464;6310
Senhora Do Porto;MG;3497;0,296253932;0,062911067;96780000;0,044401544;0,007777778;0,126388889;0,148333333;5650
Senhora Dos Remédios;MG;10196;0,293742644;0,052863868;83440000;0,100834725;0,012636741;0,18643908;0,206054319;6260
Sericita;MG;7128;0,295314254;0,06369248;114040000;0,114014252;0,016846361;0,217385445;0,219407008;5600
Seritinga;MG;1789;0,322526551;0,115707099;177890000;0,098786828;0,029946524;0,25828877;0,070588235;6600
Serra Azul De Minas;MG;4220;0,26492891;0,04549763;72370000;0,012522361;0,008699634;0,06959707;0,130494505;5570
Serra Da Saudade;MG;815;0,355828221;0,090797546;219660000;0,251724138;0,018404908;0,304294479;0,040490798;6770
Serra Do Salitre;MG;10549;0,310550763;0,064650678;356310000;0,131868132;0,022436459;0,281770377;0,080631025;6960
Serra Dos Aimorés;MG;8412;0,318830243;0,107465525;109870000;0,035048471;0,009102287;0,091591762;0,087495733;6510
Serrania;MG;7542;0,295677539;0,112702201;154080000;0,158744395;0,017683239;0,250896976;0,079702717;6770
Serranos;MG;1995;0,319799499;0,121303258;135770000;0,094043887;0,021224087;0,239387957;0,0982231;6430
Serranópolis De Minas;MG;4425;0,291073446;0,047457627;67070000;0,019409938;0,01096815;0,062645012;0,188989665;6330
Serro;MG;20835;0,269834413;0,064458843;102440000;0,58751334;0,01759134;0,15776212;0,112593906;6560
Sete Lagoas;MG;214152;0,29519687;0,098304008;310430000;0,330275084;0,026867787;0,299362568;0,14110178;7600
Setubinha;MG;10885;0,235002297;0,023518604;60390000;0,060985145;0,005271084;0,039742303;0,068189424;5420
Silveirânia;MG;2192;0,335766423;0,109945255;108430000;0,080163043;0,019676432;0,203760385;0,158723218;6520
