CITY;STATE;populacao;unidades_domesticas_percapita;idosos_percapita;GDP_CAPITA;TV_assinatura/por_residencia;empresa/percapita;carros_percapita;motos/percapita;IDH
Divino;MG;19133;0,315998537;0,070506455;118220000;0,076910354;0,016987148;0,240858822;0,199461991;6050
Divino Das Laranjeiras;MG;4937;0,324488556;0,133076767;94430000;0,077403246;0,011801731;0,117033832;0,109756098;6610
Divinolândia De Minas;MG;7024;0,273917995;0,093536446;70300000;0,077962578;0,010775575;0,163762139;0,168551284;6230
Divinésia;MG;3293;0,316732463;0,086850896;120790000;0,173537872;0,031340685;0,17498549;0,148868253;6570
Divinópolis;MG;213016;0,313150186;0,102208285;241910000;0,206473181;0,03344137;0,342535792;0,152722746;7640
Divisa Alegre;MG;5884;0,279911625;0,083276683;137010000;0,052823315;0,009613917;0,082099802;0,054173661;6080
Divisa Nova;MG;5763;0,307999306;0,10602117;146860000;0,130704225;0,015702479;0,265123967;0,083305785;6700
Divisópolis;MG;8974;0,270002229;0,08168041;62930000;0,033842344;0,008861491;0,051916779;0,044885379;6090
Dom Bosco;MG;3814;0,32695333;0,051914001;132570000;0,044105854;0,015665796;0,126109661;0,170234987;6730
Dom Cavati;MG;5209;0,326550202;0,153964293;99900000;0,095825985;0,021102662;0,273764259;0,182509506;6880
Dom Joaquim;MG;4535;0,29415656;0,104740904;93770000;0,050224888;0,014102842;0,116511174;0,118463875;6220
Dom Silvério;MG;5196;0,32852194;0,141647421;148560000;0,174575278;0,028229576;0,213123948;0,163208076;7090
Dom Viçoso;MG;2994;0,324649299;0,057114228;97280000;0,070987654;0,010087862;0,191669378;0,127237227;6870
Dona Eusébia;MG;6001;0,315947342;0,108648559;113360000;0,162974684;0,021594941;0,204072189;0,17090853;7010
Dores De Campos;MG;9299;0,321539951;0,112485213;222810000;0,100334448;0,030819868;0,302712946;0,163474965;6860
Dores De Guanhães;MG;5223;0,284893739;0,037526326;202670000;0,05577957;0,010898159;0,120631342;0,160090192;6360
Dores Do Indaiá;MG;13778;0,361082886;0,165045725;152100000;0,075778894;0,025516055;0,328053326;0,092961583;7190
Dores Do Turvo;MG;4462;0,306588974;0,083594801;95850000;0,113304094;0,015488215;0,254769921;0,318967452;6290
Doresópolis;MG;1440;0,34375;0,088888889;357050000;0,113131313;0,015727392;0,214941022;0,105504587;6920
Douradoquara;MG;1841;0,365019011;0,093970668;257340000;0,02827381;0,022337662;0,239480519;0,102337662;7060
Durandé;MG;7423;0,295298397;0,059005793;127610000;0,234032847;0,013627101;0,189760571;0,228731533;6450
Elói Mendes;MG;25220;0,306026963;0,1;201450000;0,151334543;0,024395564;0,262061443;0,100236321;6850
Engenheiro Caldas;MG;10280;0,312062257;0,096692607;98340000;0,072942643;0,023930384;0,154097172;0,109318347;6440
Engenheiro Navarro;MG;7122;0,289385004;0,066554339;97940000;0,059679767;0,016284435;0,116298005;0,083593432;6550
Entre Folhas;MG;5175;0,318647343;0,108985507;92700000;0,067313523;0,008708542;0,157494905;0,23494534;6340
Entre Rios De Minas;MG;14242;0,299396152;0,093877264;121390000;0,234521576;0,029059829;0,306837607;0,163773833;6720
Ervália;MG;17946;0,317229466;0,071547977;168640000;0,1161075;0,022434544;0,25073902;0,242609797;6250
Esmeraldas;MG;60271;0,291267774;0,082361335;97000000;0,3919681;0,014192829;0,1516299;0,053190084;6710
Espera Feliz;MG;22856;0,32380994;0,084879244;173360000;0,099716255;0,032587963;0,249462278;0,190779595;6630
Espinosa;MG;31113;0,27287629;0,065246039;85790000;0,05606596;0,019513408;0,126930367;0,28831992;6270
Espírito Santo Do Dourado;MG;4429;0,327387672;0,051930458;179060000;0,216551724;0,015558397;0,280477408;0,131500426;6850
Estiva;MG;10845;0,316274781;0,053204242;227400000;0,048104956;0,01831566;0,272281132;0,142669354;6910
Estrela Dalva;MG;2470;0,334817814;0,130769231;123400000;0,149939541;0,012200081;0,196421309;0,078893859;7100
Estrela Do Indaiá;MG;3516;0,349544937;0,150739477;270150000;0,145646867;0,017255775;0,238797662;0,0690231;6760
Estrela Do Sul;MG;7446;0,327827021;0,093607306;435020000;0,02908644;0,018513854;0,187783375;0,074685139;6960
Eugenópolis;MG;10540;0,339658444;0,109392789;126690000;0,08547486;0,022174726;0,219342773;0,162436548;6750
Ewbank Da Câmara;MG;3753;0,290967226;0,097521982;97210000;0,243589744;0,020812183;0,162690355;0,045685279;6760
Extrema;MG;28599;0,316689395;0,100108395;1832180000;0,318317324;0,034569658;0,383853657;0,135788194;7320
Fama;MG;2350;0,349787234;0,123829787;164510000;0,246958637;0,021452145;0,180280528;0,051155116;7170
Faria Lemos;MG;3376;0,333827014;0,134774882;143830000;0,148181012;0,015370973;0,155187703;0,115282294;6870
Felisburgo;MG;6877;0,296931802;0,113712375;79620000;0,066601371;0,011508259;0,0993772;0,139182237;5830
Felixlândia;MG;14121;0,318178599;0,089512074;169450000;0,082127754;0,019040717;0,192976677;0,098629595;6480
Felício Dos Santos;MG;5142;0,28899261;0,05134189;86850000;0,102288022;0,015457788;0,158541419;0,153983353;6060
Fernandes Tourinho;MG;3030;0,324092409;0,098349835;98710000;0,091649695;0,014683848;0,125861552;0,142643093;6460
Ferros;MG;10837;0,309126142;0,071791086;103680000;0,03880597;0,014830307;0,147542542;0,173020249;6030
Fervedouro;MG;10349;0,301575031;0,056720456;97110000;0,118872156;0,011466011;0,181727182;0,145964146;5800
Florestal;MG;6600;0,308181818;0,114545455;144670000;0,566371681;0,025693872;0,29651003;0,149079417;7240
Formiga;MG;65128;0,327017565;0,118812185;217440000;0,149497605;0,033384137;0,336098247;0,199850519;7550
Formoso;MG;8177;0,27516204;0,056622233;193620000;0,088;0,006968641;0,052373693;0,053027003;6400
Fortaleza De Minas;MG;4098;0,335041484;0,088091752;227310000;0,053896577;0,022136011;0,265403925;0,107941579;6700
Fortuna De Minas;MG;2705;0,303512015;0,079852126;117710000;0,59683313;0,024716787;0,192928253;0,090628218;6960
Francisco Badaró;MG;10248;0,274882904;0,040105386;59890000;0,028399006;0,005496067;0,047095613;0,165355823;6220
Francisco Dumont;MG;4863;0,308451573;0,06004524;88750000;0,082666667;0,019082498;0,106399383;0,103122591;6250
Francisco Sá;MG;24912;0,274646757;0,065831728;141690000;0,071324174;0,02305793;0,111984805;0,114985755;6540
Franciscópolis;MG;5800;0,287413793;0,051896552;116540000;0,027594481;0,011737912;0,053959355;0,100911002;6030
Frei Gaspar;MG;5879;0,290865794;0,041163463;91520000;0,026900585;0,010122801;0,066047129;0,121971457;5900
Frei Inocêncio;MG;8920;0,300560538;0,088340807;100360000;0,084669899;0,015194383;0,124174788;0,114010269;6480
Frei Lagonegro;MG;3329;0,271252628;0,018323821;79300000;0,045404208;0,005431675;0,105488851;0,219839909;5430
Fronteira;MG;14041;0,325902713;0,090591838;666850000;0,074737762;0,020305781;0,219899666;0,116758242;6840
Fronteira Dos Vales;MG;4687;0,29912524;0,108384894;73720000;0,02639087;0,008644318;0,060088552;0,086654016;5920
Fruta De Leite;MG;5940;0,268013468;0,043434343;64950000;0,023241206;0,009204585;0,052622438;0,098819034;5440
Frutal;MG;53468;0,336911798;0,106194359;278840000;0,197679583;0,028012694;0,338776911;0,223432541;7300
Funilândia;MG;3855;0,306355383;0,055512322;117770000;0,423370025;0,0191173;0,177956101;0,100306821;6550
Galiléia;MG;6951;0,325133074;0,115091354;102200000;0,071238938;0,016177097;0,122037747;0,086987371;6540
Gameleiras;MG;5139;0,288966725;0,028215606;77690000;0,070707071;0,009904762;0,070857143;0,149904762;6500
Glaucilândia;MG;2962;0,288318704;0,045577313;83310000;0,103044496;0,010492846;0,031160572;0,051510334;6790
Goiabeira;MG;3053;0,344251556;0,105142483;99500000;0,077069458;0,020581114;0,132869249;0,233958838;6470
Goianá;MG;3659;0,332057939;0,142661929;147240000;0,180246914;0,031059063;0,261456212;0,07790224;7160
Gonzaga;MG;5921;0,258233407;0,056747171;74010000;0,060170046;0,008056719;0,173864003;0,22300999;6060
Gonçalves;MG;4220;0,327725118;0,037677725;129820000;0,367317426;0,028175415;0,27607362;0,158373097;6830
Gouveia;MG;11681;0,287903433;0,082869617;114240000;0,081474874;0,02123424;0,21881221;0,08584937;6810
Governador Valadares;MG;263689;0,310376997;0,109238535;202070000;0,139938663;0,025004917;0,218196771;0,195541094;7270
Grupiara;MG;1373;0,369264385;0,117989803;186530000;0,037475345;0,024700071;0,201834862;0,119971771;7310
Grão Mogol;MG;15024;0,259584665;0,032082002;175230000;0,057435897;0,011909263;0,073282924;0,084247007;6040
Guanhães;MG;31262;0,299596955;0,084447572;179900000;0,109331625;0,024604465;0,245187047;0,213780866;6860
Guapé;MG;13872;0,317401961;0,0625;164210000;0,135362253;0,023830966;0,266227918;0,1316938;6790
Guaraciaba;MG;10223;0,288760638;0,046855131;79270000;0,113143631;0,009585271;0,132011009;0,192749359;6230
Guaraciama;MG;4718;0,305214074;0,057015685;77960000;0,082638889;0,021678041;0,12806102;0,149136893;6770
Guarani;MG;8678;0,306061304;0,118230007;139870000;0,144201807;0,031115048;0,172849075;0,085815524;6770
Guaranésia;MG;18714;0,31591322;0,115849097;192960000;0,14123816;0,025929752;0,347469008;0,13481405;7010
Guarará;MG;3929;0,322982947;0,123186561;110620000;0,186761229;0,02126044;0,255631486;0,102758795;6520
Guarda-Mor;MG;6565;0,318659558;0,057121097;501030000;0,06500956;0,022858839;0,227697788;0,066795309;6900
Guaxupé;MG;49430;0,316164273;0,126603277;355090000;0,191643205;0,038362631;0,382858678;0,141724879;7510
Guidoval;MG;7206;0,321676381;0,105328893;131050000;0,134167386;0,026938329;0,188568303;0,251196499;6830
Guimarânia;MG;7265;0,311080523;0,099655884;191030000;0,045132743;0,017986067;0,267257758;0,118049398;6930
Guiricema;MG;8707;0,334558401;0,082921787;105610000;0,065568143;0,026192382;0,215944184;0,292233787;6740
Gurinhatã;MG;6137;0,362554994;0,080821248;208590000;0,068764045;0,013828724;0,172942353;0,103632123;6800
Heliodora;MG;6121;0,32053586;0,105701683;150060000;0,153924567;0,015931373;0,21752451;0,092830882;6570
Iapu;MG;10315;0,317983519;0,086960737;91470000;0,031402439;0,015480443;0,172391683;0,126408354;6540
Ibertioga;MG;5036;0,301826847;0,089356632;114650000;0,115131579;0,014360567;0,180865515;0,084222783;6570
Ibiaí;MG;7839;0,285240464;0,069013905;86970000;0,078711986;0,008854852;0,072035419;0,112959196;6140
Ibiracatu;MG;6155;0,27002437;0,067424858;64260000;0,033092659;0,011641067;0,069684721;0,131932094;5910
Ibiraci;MG;12176;0,300344941;0,075640604;458690000;0,138638228;0,019860161;0,258256471;0,05385302;7060
Ibirité;MG;158954;0,291184871;0,066572719;113750000;0,197018473;0,009162252;0,231366769;0,084224424;7040
Ibitiúra De Minas;MG;3382;0,345357776;0,104671792;146280000;0,115582192;0,015022676;0,263038549;0,121031746;6740
Ibituruna;MG;2866;0,302512212;0,110956036;125210000;0,128027682;0,020604852;0,163509472;0,047856431;6750
Ibiá;MG;23218;0,327289172;0,095658541;357990000;0,148045795;0,019041129;0,261284374;0,090595687;7180
Icaraí De Minas;MG;10746;0,23813512;0,02019356;64040000;0,083626417;0,007839127;0,042859577;0,098244717;6240
Igarapé;MG;34851;0,29781068;0,087802359;166580000;0,221697659;0,019645152;0,296085796;0,086463378;6980
Igaratinga;MG;9264;0,299330743;0,080310881;308600000;0,097367472;0,031669866;0,227927063;0,195393474;6510
Iguatama;MG;8029;0,337651015;0,10623988;433420000;0,040575433;0,025177218;0,283549254;0,069787338;7070
Ijaci;MG;5859;0,288786482;0,096603516;524230000;0,154846336;0,026849828;0,241960662;0,083671558;7140
Ilicínea;MG;11488;0,315720752;0,091834958;159040000;0,167355942;0,018960046;0,297094963;0,156481406;6800
Imbé De Minas;MG;6424;0,299346202;0,042185554;83900000;0,017160686;0,004517633;0,113086564;0,185077237;5530
Inconfidentes;MG;6908;0,326143602;0,071221772;131280000;0,110519308;0,027307482;0,282086292;0,126024031;6920
Indaiabira;MG;7330;0,26521146;0,043929059;77310000;0,029835391;0,011694352;0,061395349;0,126777409;6100
Indianópolis;MG;6190;0,315185784;0,062197092;869700000;0,066632496;0,011257591;0,196415346;0,100873945;6740
Ingaí;MG;2629;0,308862685;0,084062381;188590000;0,181034483;0,015495495;0,151711712;0,064144144;6970
Inhapim;MG;24294;0,313657693;0,085576686;116930000;0,057480315;0,022004594;0,200137025;0,196106879;6580
Inhaúma;MG;5760;0,286631944;0,078472222;152020000;0,426408237;0,020483871;0,19016129;0,079677419;7020
Inimutaba;MG;6724;0,303688281;0,088340274;115120000;0,070519099;0,014372062;0,125184688;0,139019476;6640
Ipaba;MG;16708;0,280404597;0,079063921;72870000;0,07470651;0,010205761;0,135418381;0,049163237;6650
Ipanema;MG;18170;0,330820033;0,117941662;109620000;0,084844452;0,024179972;0,224608478;0,229199612;6930
Ipatinga;MG;239468;0,304696243;0,093691015;327110000;0,167518673;0,025743857;0,339239716;0,153125048;7710
Ipiaçu;MG;4107;0,343803263;0,137083029;194330000;0,039660057;0,019172317;0,168576105;0,188683657;6960
Ipuiúna;MG;9521;0,317508665;0,092742359;166800000;0,135296064;0,031442174;0,35677445;0,093731402;6860
Iraí De Minas;MG;6467;0,31189114;0,072676666;308670000;0,043629152;0,026555058;0,293548853;0,119209121;6950
Itabira;MG;109783;0,289088475;0,095005602;301670000;0,321359927;0,0235734;0,305154413;0,114541572;7560
Itabirinha;MG;10692;0,304807333;0,103161242;87910000;0,088063823;0,01757915;0,143169494;0,24943152;6530
Itabirito;MG;45449;0,291623578;0,102554512;528840000;0,443488758;0,036219064;0,35662459;0,138057847;7300
Itacambira;MG;4988;0,258420209;0,016439455;108700000;0,070597362;0,013101254;0,016282987;0,02900992;6280
Itacarambi;MG;17720;0,245654628;0,075564334;99920000;0,062485642;0,027153253;0,075757576;0,170793961;6410
Itaguara;MG;12372;0,322744908;0,086647268;177070000;0,414224894;0,031162756;0,318418471;0,207424734;6910
Itaipé;MG;11798;0,258603153;0,04636379;69040000;0,049819731;0,007825468;0,080467947;0,124337997;5520
Itajubá;MG;90658;0,308180194;0,111716561;273970000;0,263610008;0,032955876;0,294095708;0,12337992;7870
Itamarandiba;MG;32175;0,27956488;0,058150738;104780000;0,068371317;0,021559979;0,185305554;0,189048807;6460
Itamarati De Minas;MG;4079;0,318950723;0,113753371;103880000;0,083781706;0,020046083;0,188940092;0,106221198;6880
Itambacuri;MG;22809;0,283616116;0,092463501;110190000;0,054104189;0,012747755;0,113713366;0,113289853;6340
Itambé Do Mato Dentro;MG;2283;0,303985983;0,051686378;106610000;0,239193084;0,019784173;0,123651079;0,129496403;6340
Itamogi;MG;10349;0,328920669;0,108126389;193910000;0,122502938;0,02291528;0,35770657;0,115527242;6740
Itamonte;MG;14003;0,3019353;0,076840677;473070000;0,14474929;0,023776773;0,290233838;0,14004061;7050
Itanhandu;MG;14175;0,307513228;0,106948854;264950000;0,167240193;0,030131579;0,318355263;0,116381579;7390
Itanhomi;MG;11856;0,322284076;0,107118758;89700000;0,076943209;0,018111255;0,147396507;0,217092497;6500
Itaobim;MG;21001;0,293033665;0,093471739;120710000;0,041111472;0,017669975;0,122623133;0,104350246;6290
Itapagipe;MG;13656;0,323154657;0,086115993;259740000;0,065261727;0,019509252;0,245910432;0,137771521;7230
Itapecerica;MG;21377;0,324601207;0,129391402;192630000;0,099149733;0,019517484;0,237372368;0,125011295;7130
Itapeva;MG;8664;0,316135734;0,063596491;256420000;0,192040891;0,034106412;0,345996432;0,127820338;7200
Itatiaiuçu;MG;9928;0,310032232;0,062852538;669810000;0,370045484;0,023157508;0,304723396;0,085646021;6770
Itaverava;MG;5799;0,284531816;0,053629936;95190000;0,127878788;0,013454482;0,12074087;0,157260178;6270
Itaú De Minas;MG;14945;0,319103379;0,125593844;304730000;0,08869784;0,033204102;0,342796398;0,098549275;7760
Itaúna;MG;85463;0,312111674;0,106478827;283680000;0,166716653;0,035823262;0,346222758;0,148201236;7580
Itinga;MG;14407;0,263066565;0,059068508;80060000;0,022163588;0,006488347;0,058196504;0,089049258;6000
Itueta;MG;5830;0,317324185;0,071183533;126520000;0,109189189;0,017365662;0,122870249;0,184960682;6350
Ituiutaba;MG;97171;0,333875333;0,137952681;276020000;0,14755109;0,025956034;0,271585935;0,258877291;7390
Itumirim;MG;6139;0,302980942;0,101808112;97970000;0,167204301;0,013815261;0,22746988;0,093172691;7260
Iturama;MG;34456;0,324529835;0,09519387;521750000;0,09738866;0,032124298;0,316256364;0,191590993;7470
Itutinga;MG;3913;0,335292614;0,096601073;253600000;0,131859756;0,014728288;0,270187913;0,075926866;7270
Jaboticatubas;MG;17134;0,315688106;0,083751605;103300000;0,383250139;0,018855219;0,191245791;0,134835535;6810
Jacinto;MG;12134;0,309708258;0,111422449;79960000;0,033794572;0,013307833;0,067017292;0,086062634;6200
Jacutinga;MG;22772;0,312972071;0,085411909;198600000;0,189139891;0,038850748;0,345608953;0,12413191;7150
Jacuí;MG;7502;0,333777659;0,093175153;145440000;0,133386581;0,024881365;0,335000641;0,244581249;6680
Jaguaraçu;MG;2990;0,297324415;0,081605351;196450000;0,103487064;0,012074992;0,18207817;0,098506514;6790
Jampruca;MG;5067;0,2958358;0,093941188;95880000;0,058705804;0,006309148;0,06234923;0,096492856;6090
Janaúba;MG;66803;0,275900783;0,082286724;143880000;0,099669036;0,022447004;0,147420699;0,269883135;6960
Januária;MG;65463;0,26616562;0,066984403;92840000;0,112029385;0,013344051;0,103390821;0,215404852;6580
Japaraíba;MG;3939;0,297791318;0,050774308;137760000;0,088661552;0,020116959;0,243274854;0,183859649;7210
Japonvar;MG;8298;0,278982887;0,031332851;66620000;0,074730022;0,011080332;0,096837488;0,100184672;6080
Jaíba;MG;33587;0,266650788;0,034477625;139240000;0,127177311;0,012448022;0,11117923;0,219213136;6380
Jeceaba;MG;5395;0,312511585;0,069138091;1129890000;0,212336892;0,024952381;0,244190476;0,176571429;6610
Jenipapo De Minas;MG;7116;0,246627319;0,04707701;60670000;0,026210826;0,01166907;0,063589878;0,18185394;6240
Jequeri;MG;12848;0,315068493;0,097291407;118350000;0,103013834;0,012712193;0,160375165;0,161537865;6010
Jequitaí;MG;8005;0,307682698;0,083198001;94250000;0,090946001;0,008698941;0,101991931;0,142460918;6430
Jequitibá;MG;5156;0,307214895;0,046353763;195840000;0,501893939;0,027464259;0,183220467;0,105718585;6890
Jequitinhonha;MG;24131;0,295346235;0,103228213;93860000;0,046864038;0,008835657;0,077871588;0,111682702;6150
Jesuânia;MG;4768;0,328649329;0,097315436;135560000;0,130185067;0,010410288;0,221677893;0,118187385;6580
Joanésia;MG;5425;0,308571429;0,066728111;189970000;0,029868578;0,008486284;0,118807973;0,170317742;6260
Joaquim Felício;MG;4305;0,288269454;0,080371661;93450000;0,109589041;0,017891787;0,102608321;0,052381979;6370
Joaíma;MG;14941;0,277759186;0,100461816;80010000;0,068915663;0,007308161;0,076030515;0,102827104;5870
Jordânia;MG;10324;0,293297172;0,101995351;76240000;0,042272127;0,013989876;0,040865163;0,085780028;6280
Josenópolis;MG;4566;0,26478318;0,049058257;78730000;0,043837883;0,015451174;0,031108364;0,067161104;5640
José Gonçalves De Minas;MG;4553;0,25192181;0,017131562;75630000;0,042720139;0,010782834;0,093594997;0,231830925;6320
José Raydan;MG;4376;0,297531993;0,047303473;104740000;0,029953917;0,007636739;0,106501548;0,17997936;6170
João Monlevade;MG;73610;0,30122266;0,125295476;293370000;0,326342849;0,030429836;0,349494311;0,091554994;7580
João Pinheiro;MG;45260;0,300176757;0,074436589;274740000;0,051744443;0,02869698;0,246616603;0,128342136;6970
Juatuba;MG;22202;0,307314656;0,091027835;426370000;0,38590063;0,017732444;0,27363672;0,072185171;7170
Juiz De Fora;MG;516247;0,330541388;0,13180125;259690000;0,340170299;0,034867307;0,320367167;0,073858722;7780
Juramento;MG;4113;0,292730367;0,058351568;96500000;0,09717608;0,011745739;0,049286043;0,051358821;6690
Juruaia;MG;9238;0,305369128;0,050552068;173930000;0,15349167;0,037127504;0,296336102;0,250317538;7230
Juvenília;MG;5708;0,265241766;0,07883672;85000000;0,027741083;0,010237161;0,04965023;0,066370926;5920
Ladainha;MG;16994;0,251265152;0,034070849;60870000;0,021545667;0,004206797;0,058452341;0,113583527;5410
Lagamar;MG;7600;0,350657895;0,093289474;205540000;0,03564728;0,02359882;0,249326664;0,100166731;7180
Lagoa Da Prata;MG;45984;0,305149617;0,096816284;271610000;0,171536488;0,026186063;0,324782111;0,230843554;7320
Lagoa Dos Patos;MG;4225;0,282366864;0,073609467;101000000;0,068734283;0,011267606;0,080516432;0,093661972;6340
Lagoa Dourada;MG;12256;0,26729765;0,063234334;178180000;0,156288156;0,018309101;0,22724825;0,234479575;6760
Lagoa Formosa;MG;17161;0,3273702;0,102616398;186710000;0,04752581;0,018169769;0,316452201;0,118628155;7030
Lagoa Grande;MG;8631;0,325107172;0,072760978;221000000;0,044191019;0,017504536;0,183157221;0,137154446;6790
Lagoa Santa;MG;52520;0,299828637;0,09581112;323420000;0,612180098;0,024116999;0,319936829;0,118512182;7770
Lajinha;MG;19609;0,312917538;0,079606303;157360000;0,015971317;0,017799034;0,211320383;0,204467015;6610
Lambari;MG;19554;0,328628414;0,112764652;160150000;0,179427326;0,023058778;0,326096375;0,15216868;7110
Lamim;MG;3452;0,309385863;0,074739282;103880000;0,173220974;0,012842466;0,181792237;0,231164384;6550
Laranjal;MG;6465;0,323743233;0,128228925;105170000;0,106545628;0,030178728;0,207881629;0,13448579;7140
Lassance;MG;6484;0,306138186;0,058605799;136470000;0,159697733;0,011856521;0,105508029;0,09019961;6290
Lavras;MG;92200;0,314370933;0,113633406;224280000;0,307227876;0,030570706;0,334341159;0,160550549;7820
Leandro Ferreira;MG;3205;0,317940718;0,088299532;120820000;0,092247301;0,015156108;0,24431646;0,157926644;7100
Leme Do Prado;MG;4804;0,276852623;0,03122398;93060000;0,038345865;0,016229213;0,098577439;0,181526748;6700
Leopoldina;MG;51130;0,322843732;0,134813221;184480000;0,171260677;0,02604597;0,24256366;0,091470743;7260
Liberdade;MG;5346;0,320613543;0,118967452;142100000;0,109101517;0,025;0,32462406;0,112781955;6720
Lima Duarte;MG;16149;0,333209487;0,112700477;147430000;0,264634826;0,030051568;0,230810266;0,085590659;7100
Limeira Do Oeste;MG;6890;0,331349782;0,075616836;421330000;0,066141042;0,02232383;0,263179129;0,124529317;7100
Lontra;MG;8397;0,277956413;0,081695844;65480000;0,053556127;0,012566726;0,090858541;0,088967972;6460
Luisburgo;MG;6234;0,304459416;0,038498556;113850000;0,076923077;0,01232834;0,209893883;0,243289638;6080
Luislândia;MG;6400;0,265625;0,04671875;74360000;0,074705882;0,010990643;0,057032526;0,061042626;6140
Luminárias;MG;5422;0,327001107;0,101807451;134080000;0,16356458;0,019027105;0,266199964;0,141626279;6780
Luz;MG;17486;0,333523962;0,119066682;234300000;0,09739369;0,028833052;0,32599335;0,107538017;7240
Machacalis;MG;6976;0,3125;0,125286697;101440000;0,094495413;0,017293857;0,107360266;0,114692861;6400
Machado;MG;38688;0,296681141;0,094111869;225680000;0,178254051;0,029579122;0,281529855;0,130200956;7150
Madre De Deus De Minas;MG;4904;0,311378467;0,105831974;354520000;0,153896529;0,023350846;0,250437828;0,112667834;6990
Malacacheta;MG;18776;0,287974009;0,079250107;99800000;0,033475125;0,013299953;0,11651802;0,129505033;6180
Mamonas;MG;6321;0,313557981;0,069609239;70500000;0,039858729;0,011198547;0,131658596;0,294642857;6180
Manga;MG;19813;0,258567607;0,071165396;105680000;0,072223307;0,013080948;0,08412845;0,129732225;6420
Manhuaçu;MG;79574;0,304395908;0,08022721;237310000;0,427999339;0,026215307;0,246184533;0,125719496;6890
Manhumirim;MG;21382;0,31708914;0,105181929;187370000;0,220353982;0,024026804;0,278975444;0,145571573;6970
Mantena;MG;27111;0,330382502;0,108922578;128160000;0,078932678;0,026764423;0,214435705;0,373918924;6750
Mar De Espanha;MG;11749;0,331177121;0,132436803;120310000;0,233359034;0,030094787;0,273775671;0,101263823;6840
Maravilhas;MG;7163;0,287030574;0,054446461;144200000;0,087548638;0,025217614;0,217869944;0,175499232;6720
Maria Da Fé;MG;14216;0,278629713;0,066474395;104500000;0,171926281;0,017997518;0,20390291;0,085091711;7020
Mariana;MG;54219;0,29314447;0,077592726;358600000;0,372153014;0,026136191;0,262979627;0,110931365;7420
Marilac;MG;4219;0,310974164;0,109504622;92810000;0,130335366;0,010553471;0,098030019;0,133442777;6150
Maripá De Minas;MG;2788;0,319583931;0,134146341;161800000;0,272727273;0,024283305;0,300505902;0,139966273;6800
Marliéria;MG;4012;0,311565304;0,101445663;94230000;0,0832;0,015746124;0,195494186;0,119428295;6570
Marmelópolis;MG;2968;0,305929919;0,074123989;98890000;0,181718062;0,015764222;0,175119945;0,187114462;6500
Martinho Campos;MG;12611;0,323844263;0,112362223;223700000;0,206415279;0,029231459;0,278932416;0,124327153;6690
Martins Soares;MG;7173;0,307820995;0,057437613;165770000;0,182065217;0,009785705;0,212808126;0,170568562;6350
Mata Verde;MG;7874;0,282829566;0,101600203;68910000;0,029636282;0,010491571;0,063185194;0,109277378;5810
Materlândia;MG;4595;0,279869423;0,058324266;95300000;0,024883359;0,008421507;0,096955301;0,155042108;5970
Mateus Leme;MG;27856;0,307617748;0,098147616;187080000;0,325125452;0,019426092;0,302928705;0,095256878;7040
Mathias Lobato;MG;3370;0,293768546;0,097032641;95770000;0,082828283;0,010128091;0,0974084;0,09919571;6120
Matias Barbosa;MG;13435;0,315370301;0,127130629;400310000;0,236488081;0,033196465;0,265641311;0,077319229;7200
Matias Cardoso;MG;9979;0,250926947;0,040384808;131860000;0,075479233;0,007336084;0,04264099;0,067583677;6160
Matipó;MG;17639;0,284936788;0,080049889;213460000;0,241941902;0,01349915;0,1953125;0,099542942;6310
Mato Verde;MG;12684;0,314806055;0,093818985;89920000;0,06361132;0,020045063;0,150726439;0,408826043;6620
Matozinhos;MG;33955;0,290796643;0,092328081;252910000;0,271014786;0,021841253;0,27975162;0,083936285;7310
Matutina;MG;3761;0,370646105;0,139058761;169320000;0,06241033;0,018186542;0,284489478;0,122629254;7070
Medeiros;MG;3444;0,327235772;0,074912892;387620000;0,087843833;0,013914905;0,277762911;0,118009098;7110
Medina;MG;21026;0,290877961;0,099923904;97810000;0,071288424;0,013903793;0,114636308;0,077637288;6240
Mendes Pimentel;MG;6331;0,327910283;0,080082136;87210000;0,034200385;0,014640842;0,129174928;0,182552997;6260
Mercês;MG;10368;0,318865741;0,114486883;104640000;0,073200242;0,015403062;0,220070098;0,18326877;6640
Mesquita;MG;6069;0,298401714;0,079420003;74310000;0,02484815;0,01159469;0,142833137;0,106368678;6560
Minas Novas;MG;30794;0,243099305;0,033090862;78440000;0,047956185;0,012733473;0,077996433;0,119669618;6330
Minduri;MG;3840;0,295572917;0,116145833;204510000;0,163876652;0,019914293;0,222334258;0,097302748;6580
Mirabela;MG;13042;0,287532587;0,08817666;82670000;0,058666667;0,016806723;0,139934235;0,114358787;6650
Miradouro;MG;10251;0,320651644;0,076090138;122880000;0,088834804;0,022687286;0,183535513;0,149828688;6630
Miravânia;MG;4549;0,261376127;0,020663882;66630000;0,061396131;0,006997325;0,04774645;0,092200041;5930
Miraí;MG;13808;0,299246813;0,110950174;117530000;0,157308809;0,023902505;0,208456773;0,169943442;6800
Moeda;MG;4689;0,316698656;0,068031563;112620000;0,432323232;0,01902834;0,340688259;0,150809717;6380
Moema;MG;7028;0,324843483;0,116533865;130750000;0,103810775;0,033791906;0,327100307;0,238813944;7210
Monjolos;MG;2360;0,292372881;0,073305085;139010000;0,160869565;0,015391193;0,038905515;0,047456178;6500
